gene_id,CD4_positive_naive_resting_alpha_beta_T_cell,CD8_positive_naive_resting_alpha_beta_T_cell,hippocampus,heart,gastrocnemius,monocyte,neutrophil,T_cell,left_cerebral_cortex,adrenal_gland,B_cell
ENSMUSG00000037474.13,1.7,1.14,0.18,0.04,0.01,0.61,19.05,3.25,2.36,0.28,3.11
ENSMUSG00000037461.10,28.45,16.29,7.52,3.4,2.26,8.76,13.07,18.26,10.24,8.06,23.47
ENSMUSG00000102970.1,2.9,0.83,0.24,0.0,0.09,0.66,0.52,3.02,0.24,0.0,0.78
ENSMUSG00000026623.16,5.45,7.08,37.71,35.92,6.87,14.42,29.35,10.03,57.01,23.7,41.76
ENSMUSG00000095504.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000064845.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000102596.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000102840.1,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.0
ENSMUSG00000026622.15,0.19,0.15,0.3,0.11,0.08,0.69,10.19,0.27,0.38,0.53,0.86
ENSMUSG00000055833.14,0.16,0.39,1.18,0.05,0.05,0.38,0.16,0.83,1.62,0.08,1.27
ENSMUSG00000037434.7,5.7,3.66,10.35,5.63,2.02,8.97,8.43,3.91,9.78,5.66,3.71
ENSMUSG00000049353.17,0.11,0.03,0.13,0.07,0.02,0.14,0.33,0.16,0.06,0.12,0.02
ENSMUSG00000097416.3,0.78,0.79,0.19,0.0,0.0,0.29,0.23,1.02,0.08,0.49,1.1
ENSMUSG00000102915.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000026637.13,31.04,38.62,0.59,1.31,0.88,15.52,5.56,40.43,1.31,3.16,54.18
ENSMUSG00000093003.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000103653.1,1.31,2.15,0.11,2.13,1.36,1.91,0.84,2.7,1.12,1.4,3.11
ENSMUSG00000097089.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000037395.15,5.64,4.9,14.88,10.6,9.34,7.67,5.88,9.02,10.97,7.34,5.5
ENSMUSG00000102755.1,0.0,0.0,0.0,0.0,0.69,0.0,1.65,0.0,0.0,0.0,0.0
ENSMUSG00000097316.2,0.0,0.0,0.81,0.89,0.37,0.05,0.0,0.02,0.56,0.39,0.0
ENSMUSG00000058248.12,0.01,0.0,10.82,0.02,0.01,0.0,0.0,0.0,22.45,0.07,0.0
ENSMUSG00000037375.16,1.55,0.96,0.47,0.63,0.22,0.54,0.25,1.4,0.24,1.51,2.29
ENSMUSG00000094131.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000103874.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000047384.3,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.03
ENSMUSG00000100872.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000016262.14,0.0,0.0,4.15,1.19,0.61,0.0,0.0,0.0,3.55,2.42,0.07
ENSMUSG00000089812.2,0.0,0.0,0.33,0.39,0.0,0.0,0.0,0.0,0.65,0.19,0.0
ENSMUSG00000102162.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000016200.14,0.38,0.18,7.76,0.1,0.02,0.0,0.0,0.22,8.09,2.54,0.0
ENSMUSG00000089158.1,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0
ENSMUSG00000103640.1,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.1,0.0
ENSMUSG00000102442.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000016181.9,19.96,23.76,7.24,3.1,3.21,9.75,7.92,20.04,6.14,3.41,16.69
ENSMUSG00000026638.15,3.46,3.32,0.2,0.58,0.11,0.04,0.0,3.49,0.33,0.1,0.03
ENSMUSG00000079144.7,1.38,1.37,1.49,1.06,1.05,0.72,0.69,0.62,1.03,1.0,1.2
ENSMUSG00000037318.10,169.05,165.88,0.69,0.28,0.15,56.1,96.91,172.65,0.52,1.02,125.48
ENSMUSG00000090080.2,0.0,0.0,0.0,0.0,0.02,0.06,0.0,0.0,0.03,0.0,0.0
ENSMUSG00000089683.2,1.83,2.34,0.0,0.0,0.0,1.0,0.7,2.62,0.0,0.0,9.05
ENSMUSG00000026639.18,4.91,7.0,0.41,3.45,1.18,1.0,3.86,3.54,0.29,0.71,9.06
ENSMUSG00000016194.14,12.22,19.94,12.52,4.56,2.19,9.57,49.25,26.48,5.1,34.98,4.21
ENSMUSG00000103089.1,3.43,3.4,0.06,0.01,0.0,0.0,5.0,5.79,0.03,0.13,0.41
ENSMUSG00000009633.3,0.39,0.56,2.93,17.51,5.85,2.55,88.59,0.47,1.77,48.14,0.08
ENSMUSG00000104348.1,2.14,2.02,0.27,1.41,0.47,0.23,5.26,1.82,0.14,0.49,4.25
ENSMUSG00000103736.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000016179.11,0.0,0.0,7.12,0.04,0.0,0.0,0.02,0.0,12.25,0.03,0.1
ENSMUSG00000103895.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000102648.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
ENSMUSG00000102981.1,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0
ENSMUSG00000097850.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000065533.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000104182.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000103692.1,0.76,0.11,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0
ENSMUSG00000026640.12,0.04,0.03,19.83,6.84,2.05,0.1,0.09,0.03,28.75,2.64,0.09
ENSMUSG00000102523.1,0.0,0.0,1.29,0.33,0.25,0.0,0.12,0.0,1.93,0.31,0.0
ENSMUSG00000102621.1,0.0,0.0,0.53,0.34,0.09,0.0,0.0,0.0,1.09,0.17,0.0
ENSMUSG00000102841.1,0.0,0.02,0.63,0.23,0.11,0.0,0.0,0.0,0.98,0.09,0.0
ENSMUSG00000103776.1,0.0,0.0,0.37,0.21,0.0,0.0,0.0,0.0,0.72,0.25,0.0
ENSMUSG00000103597.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000092633.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000084631.1,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000016494.9,0.23,0.0,7.71,22.28,10.28,0.48,2.35,0.03,19.43,17.27,0.09
ENSMUSG00000097325.2,0.03,0.09,0.27,0.23,0.41,0.0,0.39,0.03,0.35,0.15,0.05
ENSMUSG00000096929.7,3.66,2.91,22.71,3.16,5.14,3.36,20.24,3.69,33.28,4.81,4.59
ENSMUSG00000104206.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000104525.1,1.71,1.47,2.13,0.34,0.34,2.51,11.48,2.19,2.65,0.48,1.83
ENSMUSG00000103867.1,1.03,1.4,1.53,0.15,0.25,1.47,10.61,1.38,1.71,0.24,1.17
ENSMUSG00000104077.1,0.39,1.39,0.0,0.0,0.0,0.37,0.0,0.78,0.0,0.17,0.37
ENSMUSG00000016493.13,1.79,1.52,1.27,0.22,0.6,1.6,1.22,2.11,1.59,0.5,1.8
ENSMUSG00000065412.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000065548.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000104010.1,0.28,0.3,0.58,0.07,0.06,0.13,0.74,0.36,0.55,0.04,1.09
ENSMUSG00000103443.1,0.57,0.46,0.62,0.1,0.39,0.22,0.31,0.68,0.77,0.12,0.38
ENSMUSG00000016481.15,70.1,51.18,10.88,19.57,11.52,42.73,30.48,59.66,11.73,25.56,53.53
ENSMUSG00000026616.15,18.35,24.55,0.32,0.08,0.0,0.47,0.57,0.46,0.11,0.32,304.1
ENSMUSG00000102236.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000093823.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000099208.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000104297.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000102307.1,0.03,0.0,0.06,0.01,0.02,0.0,0.0,0.14,0.15,0.0,0.06
ENSMUSG00000103120.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000099154.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000050530.14,0.0,0.01,21.34,4.28,0.79,0.22,0.12,0.04,21.38,10.85,0.0
ENSMUSG00000026643.16,13.41,11.31,24.91,3.13,4.03,5.46,3.99,11.54,29.35,13.14,11.69
ENSMUSG00000075837.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000049950.6,1.55,1.79,3.07,1.76,2.12,0.68,0.06,1.42,2.44,3.31,0.87
ENSMUSG00000026644.7,0.0,0.0,0.29,0.52,0.11,0.0,0.0,0.0,0.07,0.06,0.0
ENSMUSG00000026645.11,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.02,0.13,0.0
ENSMUSG00000103786.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000026650.15,0.19,0.0,1.44,0.73,0.0,0.37,0.11,0.0,0.54,0.17,0.39
ENSMUSG00000026648.18,14.38,12.45,3.72,0.64,1.11,30.85,43.34,9.2,3.31,2.25,28.27
ENSMUSG00000026646.16,1.33,0.45,0.99,0.15,0.22,0.15,0.5,0.91,1.01,0.35,1.19
ENSMUSG00000085043.1,0.23,0.21,0.06,0.0,0.0,0.22,0.1,0.23,0.12,0.05,0.89
ENSMUSG00000109865.1,37.12,35.54,15.79,6.51,2.94,20.63,48.89,42.32,15.47,11.38,55.11
ENSMUSG00000051396.15,5.59,7.64,1.4,0.28,0.28,2.96,7.28,7.85,1.53,0.55,9.86
ENSMUSG00000039496.8,0.13,0.48,0.17,9.34,12.97,0.1,0.35,0.13,0.16,1.35,0.5
ENSMUSG00000081278.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000082580.3,1.42,8.97,6.14,3.02,2.9,3.22,2.36,10.77,5.13,4.79,5.48
ENSMUSG00000026655.15,167.59,105.46,3.34,1.65,0.4,85.62,143.69,93.61,2.31,4.95,104.28
ENSMUSG00000080703.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000081070.1,0.0,0.0,0.07,0.02,0.02,0.0,0.11,0.0,0.0,0.0,0.0
ENSMUSG00000085205.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
ENSMUSG00000085656.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000086445.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000026657.16,0.96,5.37,20.13,6.06,0.76,10.65,1.91,2.98,16.94,4.88,0.67
ENSMUSG00000086458.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000081889.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000104284.1,0.0,0.0,1.34,0.0,0.0,0.0,0.0,0.0,1.3,0.01,0.0
ENSMUSG00000102517.1,0.0,0.0,0.99,0.0,0.02,0.0,0.0,0.0,1.07,0.0,0.0
ENSMUSG00000084859.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000086921.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
ENSMUSG00000102816.1,0.0,0.0,1.36,0.0,0.01,0.0,0.0,0.02,1.28,0.02,0.0
ENSMUSG00000102136.1,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.91,0.01,0.0
ENSMUSG00000102357.1,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0
ENSMUSG00000087355.7,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.13,0.02,0.0
ENSMUSG00000102494.1,0.0,0.0,0.54,0.1,0.01,0.0,0.05,0.0,0.61,0.02,0.03
ENSMUSG00000075826.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000086874.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000086018.7,0.21,0.37,0.0,0.03,0.0,0.1,0.19,0.21,0.0,0.0,0.1
ENSMUSG00000039449.14,19.16,17.84,14.05,10.5,13.34,14.08,25.59,23.49,15.41,12.8,13.12
ENSMUSG00000083378.3,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000048186.14,0.08,0.91,0.5,1.65,0.69,0.0,0.0,0.23,0.77,4.99,0.0
ENSMUSG00000083407.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000026662.13,9.74,7.67,6.26,3.86,5.61,7.98,6.27,10.17,5.85,14.44,6.04
ENSMUSG00000026664.7,9.04,8.96,26.54,273.62,56.19,18.16,10.49,11.43,28.47,90.4,15.29
ENSMUSG00000086670.1,0.0,0.51,1.05,0.64,0.33,0.27,1.03,0.86,0.15,1.03,0.83
ENSMUSG00000082795.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000069188.5,1.14,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000026668.10,0.0,0.0,1.16,0.1,0.0,0.0,0.0,0.0,0.58,0.0,0.0
ENSMUSG00000026669.14,0.22,0.64,0.31,0.09,0.0,0.89,19.09,0.77,0.35,0.5,1.0
ENSMUSG00000026672.11,0.88,0.45,3.93,30.25,31.11,1.77,28.27,0.41,5.98,32.4,2.87
ENSMUSG00000086430.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000097770.1,0.17,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.0,0.0
ENSMUSG00000026676.7,0.0,0.0,3.66,1.17,1.27,0.05,0.0,0.0,5.71,6.3,0.0
ENSMUSG00000081005.1,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.13,0.08,0.0
ENSMUSG00000084606.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000080820.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000039145.16,26.17,16.73,52.43,1.49,0.51,46.14,42.37,18.15,38.82,2.36,18.37
ENSMUSG00000082013.1,0.25,0.68,0.12,0.1,0.0,0.24,0.11,0.27,0.0,0.06,0.77
ENSMUSG00000039128.13,24.25,27.68,45.81,26.26,28.15,25.58,25.49,30.89,45.52,47.57,31.84
ENSMUSG00000025817.12,5.88,9.61,6.87,3.74,0.8,6.39,3.13,9.11,6.21,15.25,9.55
ENSMUSG00000056718.2,0.95,0.17,0.43,0.0,0.09,0.22,0.17,1.13,0.72,0.29,1.08
ENSMUSG00000025816.15,9.74,9.13,28.75,3.66,11.33,6.68,4.92,10.22,28.82,7.41,11.53
ENSMUSG00000085818.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000025815.13,0.03,0.0,2.3,2.06,0.68,0.25,0.09,0.01,3.1,4.55,0.23
ENSMUSG00000043241.14,20.75,16.82,13.18,5.05,8.3,10.03,20.45,18.08,12.89,6.0,22.52
ENSMUSG00000045319.13,0.03,0.0,0.61,3.68,0.66,0.03,0.0,0.0,0.93,2.68,0.03
ENSMUSG00000082332.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000102887.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
ENSMUSG00000039063.5,0.09,0.0,0.2,8.21,1.68,0.0,0.22,0.08,0.32,12.42,0.34
ENSMUSG00000087125.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
ENSMUSG00000087485.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.06,0.0,0.27
ENSMUSG00000039046.15,7.43,5.8,3.94,1.97,0.8,12.77,1.98,5.84,5.41,11.07,19.68
ENSMUSG00000085716.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000086109.2,0.25,0.13,0.09,0.05,0.0,0.96,0.15,0.0,0.04,0.07,0.47
ENSMUSG00000102599.1,1.59,0.41,0.0,0.0,0.0,0.14,0.03,0.22,0.04,0.0,0.9
ENSMUSG00000002107.18,55.31,56.7,145.6,19.32,24.87,85.18,119.56,67.71,134.65,14.03,78.91
ENSMUSG00000087079.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000075538.2,0.0,0.0,2.61,0.51,0.28,0.0,0.0,0.0,4.03,0.18,0.0
ENSMUSG00000103412.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000062319.2,0.0,0.0,2.79,0.5,0.19,0.0,0.0,0.0,5.1,0.12,0.05
ENSMUSG00000065824.1,6.34,7.51,1.7,0.47,0.17,10.22,3.17,9.32,2.26,1.66,6.63
ENSMUSG00000097774.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000077396.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000099424.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0
ENSMUSG00000083252.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0
ENSMUSG00000085070.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000083269.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000088574.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000084374.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000082953.3,0.11,0.0,0.0,0.0,0.07,0.0,0.11,0.0,0.0,0.0,0.1
ENSMUSG00000085580.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000095951.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000083423.1,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000079604.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000081202.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000079603.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000104276.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000015619.10,27.31,14.93,0.01,0.27,0.25,0.11,0.37,25.08,0.0,8.04,0.26
ENSMUSG00000086618.1,0.43,0.26,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.13,0.0
ENSMUSG00000025783.2,0.0,0.0,0.0,0.02,0.0,0.0,0.24,0.0,0.0,0.18,0.0
ENSMUSG00000079602.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.13,0.0
ENSMUSG00000075534.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000025782.12,10.28,9.35,4.05,2.6,3.14,6.56,2.98,8.8,4.35,3.26,7.66
ENSMUSG00000103570.1,0.42,0.34,0.16,0.03,0.0,0.22,0.03,0.35,0.16,0.07,0.52
ENSMUSG00000025781.14,40.62,43.79,72.87,491.01,242.55,57.53,34.56,43.88,71.13,111.38,41.7
ENSMUSG00000077733.1,0.0,0.0,0.0,0.0,0.0,0.0,3.88,0.0,2.15,0.0,2.08
ENSMUSG00000037262.7,6.89,8.27,3.26,2.35,1.97,6.62,7.64,7.49,4.31,4.09,6.32
ENSMUSG00000037254.18,0.0,0.0,0.5,0.06,0.1,0.0,0.0,0.0,0.99,2.37,0.0
ENSMUSG00000025780.7,1.06,0.15,4.02,1.08,2.29,0.01,3.38,0.48,3.82,9.16,0.95
ENSMUSG00000086748.1,0.07,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.0,0.0,0.19
ENSMUSG00000061186.15,3.81,2.16,1.27,0.12,0.02,0.96,8.94,3.4,1.09,0.26,0.21
ENSMUSG00000080500.1,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000080627.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000092793.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000077972.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000077038.1,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.0,0.0,0.0,0.0
ENSMUSG00000080653.1,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,1.56,0.0,0.0
ENSMUSG00000076126.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000077131.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000077834.1,5.78,0.0,0.0,0.0,0.0,0.0,7.77,0.0,0.0,0.0,0.0
ENSMUSG00000077998.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000076959.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000080504.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000077981.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000076983.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000078026.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000094165.1,0.0,2.01,0.0,0.0,0.0,0.0,0.0,2.25,1.11,0.0,0.0
ENSMUSG00000077049.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000106608.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000076028.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000094297.1,0.0,0.0,0.57,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0
ENSMUSG00000095843.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000096624.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000095269.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000096583.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000080459.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000095938.1,1.5,0.0,0.0,0.0,0.0,0.0,1.34,0.0,0.37,0.0,0.0
ENSMUSG00000095340.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000096027.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000104933.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000105546.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000095336.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000094190.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000095509.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000104561.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000104734.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000094927.1,2.25,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0
ENSMUSG00000080405.1,0.0,5.43,0.0,0.0,0.0,0.0,5.44,0.0,0.0,0.0,0.0
ENSMUSG00000095198.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000094659.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000105330.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000096264.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000096651.1,1.17,1.04,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0
ENSMUSG00000094101.1,8.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000096492.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000096239.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000106027.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
